"","ID","iso3","alloc_key","cell5m","x","y","banana","barley","bean","cassava","chickpea","cocoa","coconut","coffee","cotton","cowpea","groundnut","maize","oilpalm","pearl millet","pigeonpea","potato","rapeseed","rice","sorghum","soybean","sugarbeet","sugarcane","sunflower","sweet potato","tea","tobacco","wheat","yams"
"36",36,"KEN","10342655",4465214,41.2083333324,3.8749999996,0.3333,0,0.3333,0.1667,0,0,0,0.3333,0.3333,0.5556,0.5556,0.3333,0,0.5556,0.5556,0,0,0.1667,0.5556,0.3333,0,0.3333,0,0.3333,0,0.3333,0,0
"37",37,"KEN","10342662",4465221,41.7916666658,3.8749999996,0.3333,0,0.5556,0,0,0,0,0,0.5556,0.5556,0.5556,0.7778,0,0.7778,0.5556,0,0,0.5556,0.7778,0.5556,0,0.5556,0,0.5556,0,0.3333,0,0
"38",38,"KEN","10352571",4469450,34.2083333325,3.7916666663,0.4166,0,0.3767,0.404,0,0,0,0.3978,0.3495,0.5868,0.3835,0.6087,0,0.6087,0.6087,0,0,0.3653,0.5847,0.5757,0,0.6397,0.5757,0.5757,0,0.4175,0.3495,0.6085
"39",39,"KEN","10362574",4473773,34.4583333325,3.708333333,0.5656,0,0.5656,0.5739,0,0,0,0.7778,0.3365,0.5656,0.5656,0.5872,0,0.5635,0.5872,0,0,0.5571,0.5872,0.5656,0,0.5656,0.5656,0.5656,0,0.5653,0,0.7778
"40",40,"KEN","10362639",4473838,39.8749999991,3.708333333,0.7778,0,0.7778,0.7778,0,0,0,1,0.5556,0.7778,0.7778,1,0,1,1,0,0,0.7778,1,0.7778,0,0.7778,0.7778,0.7778,0,0.7778,0,0.7778
"41",41,"KEN","10362640",4473839,39.9583333325,3.708333333,0.7778,0,0.7778,0.7778,0,0,0,1,0.5556,0.7778,0.7778,1,0,1,1,0,0,0.7778,1,0.7778,0,0.7778,0.7778,0.7778,0,0.7778,0,0.7778
"42",42,"KEN","10362641",4473840,40.0416666658,3.708333333,0.7778,0,0.7778,0.7778,0,0,0,1,0.5556,0.7778,0.7778,0.7778,0,0.7778,1,0,0,0.7778,1,0.7778,0,0.7778,0.7778,0.7778,0,0.7778,0,0.7778
"43",43,"KEN","10372574",4478093,34.4583333325,3.6249999996,0.3614,0,0.361,0.3856,0,0,0,0.3614,0.3509,0.3622,0.361,0.3805,0,0.6072,0.3819,0,0,0.5641,0.5833,0.361,0,0.385,0.3622,0.3997,0,0.3614,0,0.3856
"44",44,"KEN","10372623",4478142,38.5416666658,3.6249999996,0.8,0,0.8143,0.7778,0,0,0,0.8,0.5556,0.7778,0.7778,0.7778,0,1,1,0,0,0.7778,1,0.7778,0,0.7778,0.7778,0.7778,0.3333,0.8219,0,0.8031
"45",45,"KEN","10372638",4478157,39.7916666658,3.6249999996,0.7778,0,0.7778,0.7778,0,0,0,1,0.5556,0.7778,0.7778,1,0,1,1,0,0,0.7778,1,0.7778,0,0.7778,0.7778,0.7778,0,0.7778,0,0.7778
"46",46,"KEN","10372639",4478158,39.8749999991,3.6249999996,0.7778,0,0.7778,0.7778,0,0,0,1,0.5556,0.7778,0.7778,1,0,1,1,0,0,0.7778,1,0.7778,0,0.7778,0.7778,0.7778,0,0.7778,0,0.7778
"47",47,"KEN","10372641",4478160,40.0416666658,3.6249999996,0.7778,0,0.7778,0.7778,0,0,0,1,0.5556,0.7778,0.7778,0.7778,0,0.7778,0.7778,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0,0.7778,0,0.7778
"48",48,"KEN","10372658",4478177,41.4583333324,3.6249999996,0.5556,0,0.5556,0.1667,0,0,0,0.3333,0.7778,0.5556,0.5556,0.7778,0,0.7778,0.5556,0,0,0.5556,0.7778,0.3333,0,0.5556,0,0.7778,0,0.1667,0,0
"49",49,"KEN","10382574",4482413,34.4583333325,3.5416666663,0.3732,0,0.4047,0.4047,0,0,0,0.3786,0.348,0.5711,0.3996,0.6056,0,0.6,0.6056,0,0,0.5819,0.5866,0.3778,0,0.3778,0.5711,0.5711,0,0.4046,0,0.3809
"50",50,"KEN","10382624",4482463,38.6249999991,3.5416666663,0.7778,0,0.7778,0.7778,0,0,0,0.7778,0.5556,0.7778,0.7778,0.7778,0,1,0.7778,0,0,0.7778,1,0.7778,0,0.7778,0.7778,0.7778,0.1667,0.7778,0,0.7778
"51",51,"KEN","10382625",4482464,38.7083333325,3.5416666663,0.7778,0,0.7778,0.7778,0,0,0,0.7778,0.5556,0.7778,0.7778,0.7778,0,1,0.9009,0,0,0.7778,0.9075,0.7778,0,0.7778,0.7778,0.7778,0,0.7125,0,0.7778
"52",52,"KEN","10382639",4482478,39.8749999991,3.5416666663,0.7778,0,0.7778,0.7778,0,0,0,1,0.5556,0.7778,0.7778,0.7778,0,1,1,0,0,0.7778,1,0.7778,0,0.7778,0.7778,0.7778,0.3485,0.7778,0,0.7779
"53",53,"KEN","10382640",4482479,39.9583333325,3.5416666663,0.7778,0,0.7778,0.7778,0,0,0,1,0.5556,0.7778,0.7778,0.7778,0,0.7778,1,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0,0.7778,0,0.7778
"54",54,"KEN","10382651",4482490,40.8749999991,3.5416666663,0.3364,0,0.3364,0.1673,0,0,0,0.1701,0.3364,0.3364,0.1714,0.3387,0,0.3373,0.3364,0,0,0.1706,0.3387,0.3364,0,0.3364,0.3364,0.1728,0,0.3351,0,0.1667
"55",55,"KEN","10392628",4486787,38.9583333325,3.458333333,0.7778,0,0.7778,0.7778,0,0,0,1,0.5556,0.7778,0.7778,0.7778,0,0.7851,0.7778,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0.3372,0.7778,0,0.7778
"56",56,"KEN","10392629",4486788,39.0416666658,3.458333333,0.7778,0,0.7778,0.7778,0,0,0,0.8246,0.5556,0.7778,0.7778,0.7778,0,1,1,0,0,0.7778,1,0.7778,0,0.7778,0.7778,0.7778,0.3339,0.8168,0,0.8218
"57",57,"KEN","10392630",4486789,39.1249999991,3.458333333,0.7778,0,0.7778,0.5707,0,0,0,0.7778,0.5556,0.7778,0.7778,0.7778,0,0.7895,1,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0.1731,0.7778,0,0.7778
"58",58,"KEN","10392631",4486790,39.2083333325,3.458333333,0.7778,0,0.7778,0.59,0,0,0,0.7778,0.5556,0.7778,0.7778,0.7778,0,0.8232,1,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0.3879,0.6107,0,0.7778
"59",59,"KEN","10392632",4486791,39.2916666658,3.458333333,0.7778,0,0.7778,0.5789,0,0,0,0.7778,0.5556,0.7778,0.7778,0.7778,0,0.7778,1,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0.3648,0.574,0,0.7778
"60",60,"KEN","10392633",4486792,39.3749999991,3.458333333,0.7778,0,0.7778,0.5792,0,0,0,0.7778,0.5556,0.7778,0.7778,0.7778,0,1,1,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0.3829,0.7778,0,0.7778
"61",61,"KEN","10392634",4486793,39.4583333325,3.458333333,0.6241,0,0.7778,0.7778,0,0.6584,0,0.7778,0.5556,0.7778,0.7778,0.9239,0,1,0.9239,0,0,0.7778,0.9239,0.7778,0,0.7778,0.7778,0.7778,0.3442,0.7778,0,0.7778
"62",62,"KEN","10392639",4486798,39.8749999991,3.458333333,0.7778,0,0.7778,0.7778,0,0,0,1,0.5556,0.7778,0.7778,0.7778,0,0.7778,1,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0.5599,0.7778,0,0.7778
"63",63,"KEN","10392640",4486799,39.9583333325,3.458333333,0.7778,0,0.7778,0.7778,0,0,0,1,0.5556,0.7778,0.7778,0.7778,0,0.7778,0.7778,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0.3333,0.7778,0,0.7778
"64",64,"KEN","10392642",4486801,40.1249999991,3.458333333,0.7778,0,0.7778,0.5556,0,0,0,1,0.5556,0.7778,0.7778,0.7778,0,0.7778,0.7778,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0,0.7778,0,0.7778
"65",65,"KEN","10392643",4486802,40.2083333325,3.458333333,0.7778,0,0.7778,0.5556,0,0,0,1,0.5556,0.7778,0.7778,0.7778,0,0.7778,0.7778,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0,0.7778,0,0.5556
"66",66,"KEN","10402574",4491053,34.4583333325,3.3749999996,0.3524,0,0.5582,0.5582,0,0,0,0.7433,0.3335,0.5582,0.3439,0.5559,0,0.7804,0.5582,0,0,0.3439,0.5558,0.5582,0,0.5582,0.5558,0.5582,0,0.7778,0,0.7778
"67",67,"KEN","10402633",4491112,39.3749999991,3.3749999996,0.7778,0,0.7778,0.5645,0,0,0,0.7778,0.5556,0.7778,0.7778,0.7778,0,1,0.7778,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0.34,0.5598,0,0.7778
"68",68,"KEN","10402634",4491113,39.4583333325,3.3749999996,0.7778,0,0.7778,0.5814,0,0,0,0.7778,0.5556,0.7778,0.7778,0.7778,0,1,0.7778,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0.556,0.5709,0,0.7778
"69",69,"KEN","10402635",4491114,39.5416666658,3.3749999996,0.7778,0,0.7778,0.7778,0,0,0,0.7778,0.5556,0.7778,0.7778,0.7778,0,1,1,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0.6245,0.5889,0,0.7778
"70",70,"KEN","10402636",4491115,39.6249999991,3.3749999996,0.7778,0,0.7778,0.7778,0,0,0,1,0.5556,0.7778,0.7778,0.7778,0,1,1,0,0,0.7778,1,0.7778,0,0.7778,0.7778,0.7778,0.5556,0.7778,0,0.7778
"71",71,"KEN","10402638",4491117,39.7916666658,3.3749999996,0.7778,0,0.7778,0.7778,0,0,0,1,0.5556,0.7778,0.7778,0.7778,0,0.7778,1,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0.5681,0.7778,0,0.7778
"72",72,"KEN","10402639",4491118,39.8749999991,3.3749999996,0.7778,0,0.7778,0.7778,0,0,0,1,0.5556,0.7778,0.7778,0.7778,0,0.7778,1,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0.3333,0.7778,0,0.7778
"73",73,"KEN","10402640",4491119,39.9583333325,3.3749999996,0.7778,0,0.7778,0.7778,0,0,0,1,0.5556,0.7778,0.7778,0.7778,0,0.7778,0.7778,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0.3333,0.7778,0,0.7778
"74",74,"KEN","10402641",4491120,40.0416666658,3.3749999996,0.7778,0,0.7778,0.7778,0,0,0,1,0.5556,0.7778,0.7778,0.7778,0,0.7778,0.7778,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0.3333,0.7778,0,0.7778
"75",75,"KEN","10402643",4491122,40.2083333325,3.3749999996,0.7778,0,0.7778,0.5556,0,0,0,1,0.7778,0.7778,0.7778,0.7778,0,0.7778,0.7778,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0,0.7778,0,0.5556
"76",76,"KEN","10402657",4491136,41.3749999991,3.3749999996,0.5556,0,0.5556,0.1667,0,0,0,0.3333,0.7778,0.5556,0.5556,0.7778,0,0.7778,0.5556,0,0,0.7778,0.7778,0.5556,0,0.5556,0,0.7778,0,0.3333,0,0
"77",77,"KEN","10402658",4491137,41.4583333324,3.3749999996,0.5556,0,0.5556,0.3333,0,0,0,0.7778,0.7778,0.5556,0.5556,0.7778,0,0.7778,0.5556,0,0,0.7778,0.7778,0.5556,0,0.5556,0,0.7778,0,0.5556,0,0
"78",78,"KEN","10412574",4495373,34.4583333325,3.2916666663,0.5846,0,0.5991,0.5991,0,0,0,0.7778,0.3431,0.5694,0.5991,0.5991,0,0.8213,0.5991,0,0,0.5869,0.5813,0.5991,0,0.6383,0.5694,0.5991,0,0.7778,0,0.7778
"79",79,"KEN","10412612",4495411,37.6249999991,3.2916666663,0.7778,0,0.7778,0.5556,0,0,0,0.7778,1,0.7778,0.7778,0.7778,0,0.7778,1,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0.1667,0.7778,0,0.3333
"80",80,"KEN","10412634",4495433,39.4583333325,3.2916666663,0.7778,0,0.7778,0.5612,0,0,0,0.7778,0.5556,0.7778,0.7778,0.7778,0,1,0.7778,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0.6777,0.5589,0,0.7778
"81",81,"KEN","10412635",4495434,39.5416666658,3.2916666663,0.7778,0,0.7778,0.5686,0,0,0,0.7778,0.5556,0.7778,0.7778,0.7778,0,1,0.7778,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0.5915,0.5636,0,0.7778
"82",82,"KEN","10412636",4495435,39.6249999991,3.2916666663,0.7778,0,0.7778,0.7778,0,0,0,1,0.5556,0.7778,0.7778,0.7778,0,1,1,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0.5556,0.7778,0,0.7793
"83",83,"KEN","10412645",4495444,40.3749999991,3.2916666663,0.7778,0,0.5556,0.3333,0,0,0,0.5556,0.5556,0.5556,0.5556,0.7778,0,0.7778,0.7778,0,0,0.7778,0.7778,0.5556,0,0.7778,0.5556,0.7778,0,0.5556,0,0.1667
"84",84,"KEN","10422574",4499693,34.4583333325,3.208333333,0.6349,0,0.6095,0.8317,0,0,0,0.7392,0.3551,0.6399,0.6951,0.6399,0,0.8317,0.6399,0,0,0.5922,0.8317,0.5882,0,0.8317,0.5882,0.5882,0,0.7778,0,0.7778
"85",85,"KEN","10422644",4499763,40.2916666658,3.208333333,0.7778,0,0.7778,0.5556,0,0,0,1,0.7778,0.7778,0.7778,0.7778,0,0.7778,0.7778,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0,0.7778,0,0.3333
"86",86,"KEN","10422645",4499764,40.3749999991,3.208333333,0.7778,0,0.5556,0.3333,0,0,0,0.5556,0.7778,0.5556,0.5563,0.7778,0,0.7778,0.7778,0,0,0.7778,0.7778,0.5556,0,0.7778,0.5556,0.7778,0,0.5556,0,0.1667
"87",87,"KEN","10422651",4499770,40.8749999991,3.208333333,0.5556,0,0.5556,0.3333,0,0,0,0.5556,0.7778,0.5556,0.5556,0.7778,0,0.7778,0.5556,0,0,0.7778,0.7778,0.5556,0,0.5556,0.5556,0.7778,0,0.5556,0,0.1667
"88",88,"KEN","10422654",4499773,41.1249999991,3.208333333,0.5556,0,0.5556,0.1667,0,0,0,0.3333,0.7778,0.5556,0.5556,0.7778,0,0.7778,0.5556,0,0,0.7778,0.7778,0.5556,0,0.5556,0,0.7778,0,0.3333,0,0
"89",89,"KEN","10422655",4499774,41.2083333324,3.208333333,0.5556,0,0.5556,0.1667,0,0,0,0.5556,0.5602,0.5556,0.5556,0.7778,0,0.7778,0.5556,0,0,0.7778,0.7778,0.5556,0,0.5556,0,0.7778,0,0.5556,0,0
"90",90,"KEN","10432575",4504014,34.5416666658,3.1249999996,0.433,0,0.6431,0.8633,0,0,0,0.2874,0.3642,0.7565,0.762,0.6399,0,0.8653,0.6431,0,0,0.4177,0.8653,0.6399,0,0.764,0.6399,0.6431,0,0.7443,0,0.7443
"91",91,"KEN","10432587",4504026,35.5416666658,3.1249999996,0.571,0,0.5556,0,0,0,0,0,0.5591,0.5556,0.3384,0.5591,0,0.571,0.571,0,0,0.5754,0.5725,0.5556,0,0.5556,0,0.5556,0,0.3354,0,0
"92",92,"KEN","10432588",4504027,35.6249999991,3.1249999996,0.3655,0,0.3658,0,0,0,0,0,0.5582,0.3531,0.3359,0.5582,0,0.5669,0.5669,0,0,0.3754,0.5718,0.3655,0,0.3655,0,0.5556,0,0.3333,0,0
"93",93,"KEN","10432589",4504028,35.7083333325,3.1249999996,0.3333,0,0.3333,0,0,0,0,0,0.5556,0.3333,0.3333,0.5556,0,0.5556,0.3333,0,0,0.3333,0.5556,0.3333,0,0.3333,0,0.5556,0,0.3333,0,0
"94",94,"KEN","10432590",4504029,35.7916666658,3.1249999996,0.3333,0,0.3333,0,0,0,0,0,0.5556,0.3333,0.3333,0.5556,0,0.5556,0.3333,0,0,0.3333,0.5556,0.3333,0,0.3333,0,0.5556,0,0.3333,0,0
"95",95,"KEN","10432591",4504030,35.8749999991,3.1249999996,0.3333,0,0.3333,0,0,0,0,0,0.5556,0.3333,0.3333,0.5556,0,0.5556,0.3333,0,0,0.3333,0.7778,0.3333,0,0.3333,0,0.5556,0,0.3333,0,0
"96",96,"KEN","10432612",4504051,37.6249999991,3.1249999996,0.3333,0,0.5556,0.3333,0,0,0,0.3333,0.5556,0.5556,0.5556,0.5556,0,0.5556,0.5556,0,0,0.3333,0.7778,0.5556,0,0.5556,0.5556,0.5556,0,0.3333,0,0.1667
"97",97,"KEN","10432638",4504077,39.7916666658,3.1249999996,0.7778,0,0.7778,0.5556,0,0,0,1,0.5556,0.7778,0.7778,0.7778,0,0.7778,0.7778,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0.3333,0.7778,0,0.7778
"98",98,"KEN","10432643",4504082,40.2083333325,3.1249999996,0.7778,0,0.7778,0.5556,0,0,0,1,0.7778,0.7778,0.7778,0.7778,0,0.7778,0.7778,0,0,0.7778,0.7778,0.7778,0,0.7778,0.7778,0.7778,0,0.7778,0,0.3333
"99",99,"KEN","10432647",4504086,40.5416666658,3.1249999996,0.5556,0,0.5556,0.3333,0,0,0,0.5556,0.7778,0.5556,0.5556,0.7778,0,0.7778,0.5556,0,0,0.7778,0.7778,0.5556,0,0.5556,0.5556,0.7778,0,0.5556,0,0.1667
